text,label
how do i obtain a second card?,39
can you give me information about verification code?,71
i need a card reactivation i had reported my card lost but i ran across it in my jacket.,13
there s a card payment with a name i don t recognize,16
can i use my american express card to add money into my account?,54
would i be able to refund an item?,52
why do i have a charge for an atm withdrawal? i thought these were free?,19
reason i need to verify top up,71
can you tell me why i was charged to withdraw cash?,19
if i top up using a european card is there a charge?,57
how can i activate my card,0
can i have more than 2 disposable cards?,29
why didnt my top up go through,61
i couldn t get cash at the atm,26
i made a purchase and it says it s pending. what does that mean?,45
what do i owe for a new card?,43
i cant find my card.,41
what are the age requirements for service?,1
why is my card payment still a pending transaction?,45
i accidentally made a payment to a wrong account. what should i do?,8
i think my top up has failed.,59
is there a discount for frequently exchanging currencies?,31
how do i verify my identity?,69
is there a limit on how many times i can use a disposable card?,29
when will my transfer move from pending to confirmed?,48
please help me change my pin.,21
where is my card accepted?,10
my card isn t letting me purchase something and i wanted to know why.,7
could you please help me? i made my rent payment and have double checked that i sent it to the right account. the person receiving it says he has not received it but it shows complete on my side.,66
why would an atm swallow my card?,18
why is your exchange rate for my card payment wrong,17
i did not receive my purchase how do i cancel it?,52
somebody used my card without my knowledge!,22
how can i report that my card was stolen? i made a police report first.,41
i had an unexpected fee,64
i have been charged a fee that i didn t know about. why have you charged me extra for card payments?,15
around one or two weeks ago i purchased something but there s seems to be an issue. i have already received one of the items but today the money was placed back into my account. what is happening?,53
where is a mastercard atm?,3
seems like my top up has been cancelled,61
do i get charged if i top up with my european bank card?,57
let me know how many disposable cards i can have?,29
why isn t the transfer i made to a friend showing?,66
i need to update my personal details,30
will topping up by transfer lead to a charge on my account?,56
how long will a transfer from europe take?,67
i need to transfer something to china. it is urgent. how many days will it take to get there?,67
why do i have duplicate transactions for one purchase?,63
fix my top up,59
are there atm fees?,19
how much for an actual card?,43
i haven t yet received money that i transferred,5
in which countries can i get a card?,24
i received a fee for obtaining cash is this correct?,19
i got my american express in apple pay why is top up not working?,2
how do i deactivate a stolen card?,41
will i be able to track the card that was sent to me?,11
can an american resident apply to get a card?,24
can you tell me exactly what fees i will expect to see in regards to your cards?,43
next month my card will expire do i need to order a new one?,9
how can my friend transfer money to me?,50
how long does it take to prove my identity?,68
my account shows up as pending after i received cash from the atm earlier. how can this be still pending? i ve got the cash already.,46
i need to get hold of a physical card?,43
i have an unusual payment in my statement,16
i used this account a lot during the last month to manage my payments for my new place abroad. seems that suddenly fees have increased? shouldn t you instead reward your frequent customers instead of putting an additional fee suddenly?!,64
i m still waiting for delivery of my new card why is it taking so long?,11
i think my transfer failed. what do i do now?,35
is pin delivered separately?,38
my card was declined but it shows as multiple charges?,63
i deposited cash but it isn t showing up in my account,6
which atms accept this placard ?,3
can i use a bank transfer to refill my account?,65
will i be sent a new card before mine expires?,9
what cards and currencies will suffice?,54
i would like to know why my payment is still pending can you help?,48
when will my cheque be processed?,6
i have a transfer that was approved that i m urgently waiting for. how long am i supposed to wait for it?,48
i am seeing unathorized transactions in the app on my account.,20
the fee charged when i changed rubles into british pounds was too much.,17
hello i am unable to exchange the crypto currency through the app i am very keen to buy. please let me know the issue. interested buying crypto currency but i am unable to purchase it through the application i do want to do the exchange could you please let me know what is the problem?,7
i cannot activate my card.,0
i am not being recognized by the app.,68
how long do you have to wait to see your virtual card your ordered?,40
i have moved to a new house and set up a rent payment to my landlord it was supposed to be in her account a few days ago but it hasn t arrived. i definitely sent it to the right place can you confirm where the money is?,66
my refund is still pending,51
why was my card payment cancelled?,53
instead of gbp how do i exchange for aud?,33
i want to get a visa,73
i made a transfer and according to the receiver they haven t received the right amount its lesser than it should be.now i have to transfer more money to make up for the missing amount . can you please help me about this what should be done ?,64
can i transfer money to my credit card?,62
this rate is too low. are you sure your using the right exchange rate.,17
why would i have a pending payment?,45
why is there a fee for cash withdrawal?,19
the app shows a withdrawal that i did not make or authorize.,20
how does my top up got cancelled?,61
my transaction was just declined when i was using my disposable virtual card. what can i do?,72
i was charged and shouldn t have been charged when using my card!,15
could i chose the date to have it delivered?,12
my virtual card was rejected for a car rental. why?,72
which flat currencies can i use from you?,36
can i transfer my salary if it s in a different currency?,50
the app is telling me that i am not me.,68
who else can top up my account,62
i need help resetting my passcode to access my app.,44
when will my balance reflect a deposit?,6
do i get to have one of those virtual cards i ve heard about?,40
what card or currency can i use to pay?,54
what should i do if my card is stolen?,41
can i get more cards just incase?,39
how long until my transfer will be available to me,5
why is the exchange rate on my card payment different than i expected?,17
do you accept mastercard?,54
i was just contacted by a seller that let me know they didn t get my money even though i m very sure it was removed from my account. now it s back in my account. get this resolved quickly.,53
i just bought an item and changed my mind. i have not received it yet how can i get refunded. thank you.,52
what steps do i have to take to change my pin?,21
please could you give me a refund,52
why won t the atm let me withdraw money?,26
i would like to have a physical card to carry around and use. how can i get one?,43
can i add money to my account with cash?,58
lost my phone dont want others to use it.,42
does my pin come with my card?,38
how do i to up by card?,62
my cash withdrawal was declined why?,26
what is the identity check?,74
how long will it take to urgently transfer something to china?,67
what is the expected delivery date for my card?,11
i have a card that expires in the coming month do i have to specifically ask for the updated card?,9
how do i get a refund for a direct debit payment i didn t make,28
what is the extra fee that was added when i used the card?,15
i need a refund right away but the funds aren t available in my account,51
my transfer to an account failed.,7
i was mugged. they took everything. i can t use the app. what do i do?,42
i tried withdrawing money in another country and the exchange rate was wrong.,76
how often do your exchange rates change,32
will there be any fees for top ups?,57
how long does it take for pending transfer transactions to post?,48
i want a refund on a direct debit.,28
why is there a fee on a card payment?,15
please tell me how to get a card if i reside in the us.,24
i think my card was stolen.,41
exchanging currencies costs what?,31
i should not have been charged a fee for my transfer.,64
got married need to change account name,30
my refund for a purchase hasn t cone through yet.,51
what if i need my salary in a different currency?,50
if i want to add funds to the account using american express how do i do that?,54
can you tell me how long it would take to make a transfer from france? i made one 2 days ago and its not there yet.,5
when should i expect to receive my card?,12
i would like to use cash to make a top up?,58
phone is gone,42
what is the auto top up function and where can i find that at?,4
why can t i transfer to a beneficiary?,7
my card won t work at all for anything.,14
my card is expiring soon.,9
how old do i need to be to open an account?,1
a false direct debit payment is showing in my app,28
can you tell me why a cheque deposit isn t showing in my balance?,6
how do i edit my details?,30
how many days does a transfer from the us take?,67
how can i order my card?,43
passcode retrieval,44
where can money withdrawals be made?,3
how long do i have to wait for a transfer from the us?,67
i ve been trying to make a transfer and it doesn t seem to be working. 5 times what is wrong with your system?,35
can i change or hold different currency?,36
do all atms accept this card?,3
how do you decide what the exchange rates are?,32
is there a way for me to check my balance?,70
i prefer using mastercard can i substitute?,73
which currencies do you accept for adding money?,54
i want to close my account i will never do business with you again.,55
ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. it keeps returning my payment to my account. there shouldn t be anything wrong with my account is it the card?,53
what are the steps for making a transfer for topping up?,65
hello i m on the app and trying to purchase crypto. it s not going through. what am i doing wrong?,7
why am i charged to get money from the atm?,19
does it cost anything to do currency exchanges?,31
what if i want to add a card i already have to the app?,13
i m unhappy with the exchange rate your cash transactions.,76
i m being asked for a verification code. where do i find it?,71
there is a card payment that i m not recognizing.,16
i am on vacation in spain and need to change my pin.,21
my card hasn t been working for even small transactions today.,14
help! someone stole my card!,41
i can t get any money from my account.,26
i don t remember my passcode?,44
why is my debit card being declined when i have money?,25
why isn t my refund shown on my statement?,51
what is the price for a physical card?,43
i am so angry right now! i went to the atm and did not get the correct amount of money i chose to withdraw. how could this happen? i need my money and want to know how i can get it asap!,75
what top up charges are there for us cards?,57
what do i do if the atm ate my card?,18
i tried to top up. why was it denied?,59
if i lost my phone what steps do i need to take to stop someone from using my account?,42
how do i input a new address?,30
i blocked my card by mistake how do i unblock it?,49
hi my money has not been credited to my account for which i have sent you cheque few days before. i am worried about the money please let me know the status.,6
i have the funds why can i not use my top up?,59
my account shows i have been charged twice for the same meal. how do i get the second payment voided and returned to me? i do not eat out much and my family is living paycheck to paycheck mostly. i cannot afford to spend more money than necessary as is so i must see to it that the cost be promptly credited back onto my card.,63
i know i didn t make this payment showing up on my card i don t remember this person at all.,16
is it okay to use a bank card to top up,57
i don t recognize some of the transactions on my card i think someone must have gotten my card info and used it.,22
my contactless stopped working today no matter where i try to use it. how do i get it to start working again?,23
why hasn t my cash arrived from a deposited check?,6
what are the top up limits?,60
i am having trouble doing a transfer. a decline message appears after making the transfer.,27
do i have a say when it s delivered?,12
there are funds showing in my app that i did not receive.,20
i have been waiting longer than expected for my bank card could you provide information on when it will arrive?,11
how do i get my card out of the atm?,18
why did you revert my top up?,61
i did a topup successfully but its not showing in balance. i think there is some problem in system.,61
what could the reason be that my payment card was declined?,25
the balance hasn t changed yet after depositing a cheque with some money.,6
is there a way i can see source of money?,70
what are the limitations on the disposable cards?,29
is there anywhere my card will not be accepted?,10
i took out cash abroad and the exchange rate isn t correct.,76
i would like to get a physical card but i don t know how. can you help me?,43
where is the pin number found?,38
can you tell me what the disposable cards are used for?,37
how can i get a refund for a purchase?,52
get an item refund,52
can i have it by a certain date?,12
when will it be delivered to the us?,12
what are the policies of disposable cards?,29
how do i know which atms will accept this card?,3
card refund is not showing up in my statement.,51
how do i get my card into the app?,13
is there a reason i was charged an extra fee for using the atm?,19
what are the reasons for a declined transfer?,27
i need to know where my funds come from.,70
what do i do if i cannot access the app?,42
i already have one of your cards how do i link them?,13
why won t my card show up on the app?,13
i want a refund for an item,52
why isn t the recipient seeing the transaction? i just sent the money.,66
how long will it take to get to the us?,12
where do i pay with my card?,10
can you unblock my blocked pin?,49
there is a direct debit charge that i don t recognize what can i do?,28
i need to trace a deposit,70
why would the app deny my top up?,59
why hasn t my in country transfer gone through yet? i confirmed the account info a couple days ago but the payment hasn t been posted yet.,66
my disposable virtual card doesn t seem to work,72
it wants me to verify the top up. why?,71
i have been trying to add money with apple pay but it wont work why?,2
my beneficiary is unable to transact,7
the balance has not changed but i have deposited some money,6
i thought i can make transfers for free this is not fair. i bought something online from abroad and there was some weird additional fee that i ve never seen before?,64
i just had a look at my statement. why have i been changed for using the atm?,19
i was abroad and needed some cash but i think the wrong exchange rate was applied to the transaction.,76
there are a couple payments with my card in the app i see that i didn t create. what is happening? maybe someone gained access to my account.,16
i can t use my virtual disposable card,72
where to check top ups pending?,47
how long does a payment show as pending before i should worry about it?,45
what is the limit to number of transactions i can do with a disposable card?,29
i completed a transfer within the uk two days ago but it is still not showing received. i have verified the account number is correct already. is there anything else i need to do or is there a problem?,66
is my card ready for use or does it need activated and if so how?,0
i withdrew cash but it still shows as pending?,46
how can i create another card linked to this account?,39
need to verify source of funds,70
i don t recognize a debit payment that was made and would like to find out about the payment.,28
what is the amount of time transfers usually take from the uk? i had just completed a transfer and nothing seems to be showing up so i need to be sure things are alright.,5
any hidden fees associated with the international card if money is added?,57
i got a fee for an atm withdrawal.,19
why did my cash get charged a fee that should not be there.,19
when do i get charged a fee for using the card?,15
what am i supposed to do if the funds haven t show up from a transfer completed this morning?,48
i can get my identification verified.,68
where can i order a card when i am in china?,9
what other currencies can i hang onto?,36
what happens after my card expires?,9
what cash machines will let me change my pin?,21
i ve made a card payment a couple of days ago now but it looks like the money is stuck. how long does it typically take for the payment to go through?,45
how much do i have to pay to accept an international transfer?,31
do you charge a fee for adding money in usd?,57
there are strange transactions on my account. what should i do if i think someone stole my details?,22
how much money can i withdraw before fees? i noticed a fee on my card but i didn t think i had hit the limit of how much i could withdraw in a month.,19
why hasn t my money transfer showed up yet?,5
hello i just checked my statement and there seems to be a payment from my card that i have never seen before.,16
hello there seems to be a billing mistake associated with my account. my app was charged 1 more than it should have. could you please explain why this may have happened?,34
i tried using my atm card at your notting hill location today. it did not work. am i doing something wrong?,26
where is the money i pushed it s on my mobile app as being withdrawn.,75
can you please explain why my beneficiary is not allowed?,7
what is the fee if i use a european bank for a top up?,57
is there a way to fix my top up,59
my transfer keeps failing and i just want to transfer the money can you please make it work?,35
can i possibly change my currency to another?,33
can you help me reset my passcode? i forgot it.,44
i don t have my access code for the app.,44
i didn t see any reason why my transfer was declined. what gives?,27
i think my card is lost. what do i do?,41
i have a strange payment in my statement,16
what countries are you located in?,24
do you know why my card payment is declined?,25
is it possible to order another card?,39
how can i access my account when i have lost my phone?,42
how long does it take for a bank transfer to show on my balance?,5
what s the deal? money has just disappeared out of my account. i thought you offered crypto top up and it doesn t seem to working.,61
would it be possible to get another card?,39
i transferred some cash and it has not arrived yet.,66
how can i top up my account by bank transfer?,65
my phone was stolen yesterday. what should i do?,42
show me how to change my pin?,21
card activation steps,0
i bought an item that i was charged a different exchange rate for.,17
is it free to send out more cards?,39
what steps do i take to verify my identity?,69
can you tell me when the transfer will be completed?,48
i would like to track the card you sent to me.,11
i recently made a transfer but i need to cancel it as soon as possible. please let me know when this happens.,8
how do i change my identity?,69
use credit card to transfer money,62
so the card pin?,38
where can i sign up for a virtual card?,40
my balance is not right. it has not been updated for the cash or cheque deposit.,6
i m trying to verify my top up card how do i do that?,71
i have found my lost or stolen card would i still have to activate the new card that was sent to me through the mail in order to access my account?,13
something is wrong my top up is gone and i don t know what happened to my money.,61
why is my payment still pending?,45
has my card been lost in delivery?,11
can i put my found card back into the app on my phone?,13
my card is almost going to expire.,9
may i change my pin?,21
i want to do a cash top up,58
my top up didn t work.,59
my money hasn t been deposited yet. when will it be?,47
why is my cash request and the amount i received different?,75
where do i scan my card?,13
how can i choose between visa and mastercard?,73
hello i found the card i misplaced and i need to reactive it how do i do that?,13
what is the limits on the number of disposable cards i can have?,29
i transferred some cash and it didn t arrive,66
how long will this card payment stay pending?,45
can you let me know if visa is among the card scheme assignments?,73
i transferred some money a couple days ago but haven t received it yet. how long should i expect to wait?,5
how do i go about verifying the top up card?,71
i got charged twice with a duplicate card. how do i resolve this?,63
i do not understand why my pass code is not working.,44
why wouldn t the atm give me my money?,26
can i use any currency to add money?,54
how can i reset my passcode?,44
how much does it cost to exchange currencies?,31
i bought an item and noticed the exchange rate was not correct.,17
am i able to get a refund for something i bought?,52
i can t seem to be able to use my card,14
someone might have access to my card! there are some strange payments showing up on my account. what do i do?,16
i was out today looking forward to pay with my new card turns out the payment just kept getting declined. this is really sad what s going on?,25
how long will i have to wait for my new card?,12
i bought this item and was charged the wrong amount can i get a refund?,52
my transfer failed. help!,35
hi can you tell me why my transfer keeps being rejected? i ve been trying to send money to my friends this morning but failed every time and i have no idea why?,35
would i be able to get a refund for something i bought?,52
in what way can i use the disposable cards?,37
it looks like someone besides me ordered something with my card what should i do?,22
when i was abroad the exchange rate for me was wrong.,76
what currency s can i exchange for?,33
i have a payment that hasn t went through yet.,45
are there any top up limits involved?,60
i need my card to be delivered fast,12
am i able to track the card that was just sent to me?,11
i think someone may have cloned my card or something. my card isn t lost but i just saw a charge of 500 cash withdraw. can you help me?,20
my transaction went through but i was charged a fee. why?,64
should my top up still be pending?,47
can i get a card despite the fact i m not in the uk?,24
a bank atm did not give my card back. what do i do now?,18
where are cards delivered to?,43
i have a transfer that was declined.,27
why is my card being declined when i try to do a top up? how can this be immediately resolved?,59
what is the fee on my statement for?,34
is there a reason i was charged a fee for using my card as payment? i ve never had an extra fee before.,15
help! i think someone has a copy of my card i still have my card but a five hundred pound cash withdrawal that i didn t authorize is shown on my account.,20
where can i check to see if there will be a fee added to my payment? are there specific instances that will result in a fee added?,15
how long do cheques take to post to your account?,6
my transfer has been pending for a long time now. i already double checked my account info and it is correct. why is it taking so long in 2018 to transfer money?,48
what are the benefits to verifying the top up?,71
why do you keep declining my payment?i tried several times with this card and it is just not working.,25
when do i set up my card pin?,38
the other bank confirmed a transfer i made but this account is not reflecting it yet.,5
what is the price of a transfer?,56
why do you require so many details about my identity?,74
how do i exchange aud for gbp?,33
i live in the us can i still get a card?,24
do i get an actual card?,43
why is top up verified?,71
how do i know where i can use my card?,10
i topped up my card but the money disappeared.,62
may i choose when it s delivered?,12
i shouldn t have been charged but i see a fee why?,15
how do i go forth on holding money in multiple currencies?,36
i tried to use the atm with foreign currency. the conversion rate applied was wrong.,76
what is the wait time until money reaches my account?,67
the exchange rate for my electronic payment is incorrect.,17
can i receive my salary with this in another currency?,50
what is necessary for the identity verification?,69
can i use this card at any store?,10
i am not able to make a purchase because there is an issue with my card,53
where can the pin be located?,38
i wanted to know why there is a transfer of mine pending.,48
the transactions showing up are strange i think my card was used without me knowing.,22
are swift transfers an option?,56
i have not been able to use this card.,14
is my card payment reverted?,53
it s been over a month and i still haven t received my goods! i ordered a pencil for crying out loud it s not that hard to deliver that! i m done with these people give me a refund immediately! i ll search for my japanese exclusive pencil elsewhere!,52
i made a payment but the app reverted the payment.,53
i can t see the transfer that i put in.,5
how do i open up an account for my child?,1
if i was mugged and lost everything how do i access my account and app?,42
recipient has not received the money,66
what are the charges for recieving sepa transfers?,56
what are the steps in order to activate my new card?,0
help i don t know what the pin is to my card?,38
a transfer to my account shows as still pending and i wanted to know how long it is suppose to take to clear.,48
can i change my pin remotely?,21
what are the fees for a physical card?,43
can i increase my top up maximum?,60
where can i locate my card pin?,38
my account is blocked how do i log in now,49
will you be able to activate my card,0
what do i do if i lost my phone?,42
where do i go to reset the passcode?,44
i need a new pin how do i go about that?,21
the transfer on my account is not showing up.,5
there is a cash withdrawal on my statement that i did not make,20
can you please check my uk account to make sure everything went alright? i made the transfer a couple of hours ago.,5
how can i reset my passcode ?,44
my card was taken from me,41
i haven t gotten my new card.,11
hello a few days ago i transferred my rent check to my landlord however he is saying that it has not gone though. on my end everything looks fine and i double checked the account number. is there anything else that could be holding up the check?,66
what is with the need to have all my id information?,74
is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,66
tell me how to delete my account.,55
for what reason must i authenticate the top up?,71
will my card be a mastercard or a visa?,73
where do i find how to top off with a check?,58
i m still waiting for the top up!,47
can you make exchanges using the eur?,36
why was i charged a fee when i paid with card?,15
i decided i no long want something that i ordered and want a refund. how do i go about doing that?,52
i have done a transfer within the country the day before yesterday but it s still not there yet. can you please check what s going on with that the account number is the right one i ve checked that several times already.,66
how to track the card you sent,11
why was i charged for withdrawing cash?,19
can you look into why my most recent top up is showing as pending? i thought it was supposed to be instantaneous.,47
how to decide if i get a visa or mastercard?,73
can i have a virtual card?,40
my card has been lost! help!,41
i was expecting my new card and am wondering why i haven t received it yet?,11
i think something may have happened that caused a charge to show up twice.,63
my transfer to a beneficiary did not go through. why?,7
are there any hidden extra fees for currency exchanges?,31
i dont recognise some of these transactions i think someone has my card details,22
i topped off my card is that something you will charge me for?,57
my atm withdrawal was declined.,26
why is there a random payment in my statement?,16
my card payment wasn t accepted.,25
my card was frozen due to putting in the wrong pin too much. how many tries do i have,26
my salary is received in the form of gbp. is it necessary to configure this? if so where is this done?,50
could you explain why my top up has gone through yet?,47
there is a pending transaction on my account what does this mean?,45
using an atm caused me to incur an additional fee. why?,19
pending transaction?,45
if my cash withdrawal is still not showing is something wrong?,46
what will i need to configure if my salary is in gbp?,50
please help me regarding a direct debit in the app that i don t recognize.,28
i cannot find my refund on my statement.,51
i received my new card but i don t see it in the app anywhere. what do i do?,13
i cannot find my phone what should i do?,42
what s the top up limit?,60
can you express my card to me?,12
can someone please assist me with finding my nearest atm?,3
i got a transfer fail message but no explanation of why what happened?,35
why is the exchange rate terrible? that can t be close to the actual interbank rate.,17
i want to top up by transfering accounts what do i do?,65
cash i did not get showed up in my account,20
i noticed that i got charged extra for using the card.,15
i don t know why my card payment did not work,25
what are the steps to verify identity?,69
can i order a second card?,39
it s been a week and i have done everything that i was asked to do and still nothing. i have contacted the seller and have not gotten a response. please understand my frustration and put the money back in my account.,51
i ve been charged more than once for the same transaction,63
which cards and currencies are supported?,54
not living in same place need to change details,30
while doing a transfer it says declined.,27
is it possible to top up with apple pay?,2
why is my withdrawal from the atm still showing as pending?,46
please help me. my card is missing.,41
i was informed that transfers were free. i noticed i have a fee but why?,64
why check my identity?,74
i didn t receive the amount of cash i requested for the atm.,75
why did the person i transferred money to not receive the correct amount? what should i do to get them the right amount do i have to transfer more money to them?,64
when will my balance update after a transfer?,5
where do i find the virtual card?,40
how many active cards can i have?,39
if there isn t a lot of money left will it automatically top up money?,4
what do i have to do to get the contactless to work?,23
i don t want the item i bought it on accident can i get a refund?,52
why can t i get my virtual card to work?,72
i deposited a cheque and its been days and i still haven t received the cash!!,6
if my top up didn t transfer what went wrong?,61
i want to replace my current pin.,21
please help to explain to me why my new card was declined when i tried to use it at my grocery store this morning to pay for the items i needed. i tried three times to use it and it kept being declined. i was very embarrassed standing there trying to buy my groceries.,25
i m getting an error when trying to make a payment. i want to purchase a flat but my mortgage payment needs to go through. can you help me?,35
how long does it take to get my card? can i choose when to receive it?,12
what is the cost and time frame of getting a new card?,9
i want to shut down my account as soon as possible.,55
i moved and would like to change my address.,30
what is the status of my card s delivery?,11
i asked for 100 but only got 20.,75
where do i need to go to change my pin?,21
how do i verify my source of funds?,70
what countries can i travel to and have access to their currencies?,36
can i link an existing card?,13
i can not find my card pin.,38
what kinds of cards can i use to top up?,54
i received duplicate charges.,63
i would like to revert a transaction i did this morning,8
why was a charged just for transferring?,64
i found my old card. can i link it back into the app?,13
why won t my transfer go through?,35
there is a direct debit payment i don t recognize.,28
i m not sure why my card didn t work,25
why did i not get my cash back after i withdrew?,75
is it possible for a transaction to be cancelled?,8
i just want to top up why do i need to verify anything?,71
how do i transfer cash my into my account?,65
please tell me which cash machines will allow me to change my pin.,21
i received incorrect amount of cash from an atm today. it was more than i wanted. what do i do now?,75
a fee that shouldn t be there is there after using my card!,15
i was wondering how long does it take for a payment to go thru? it seems my last payment is stuck and hasn t moved.,45
how can i trade currencies with this app?,33
where do i go to top up with cash?,58
where can i locate my pin at?,38
money was taken out without my consent,20
if i top up by card what options do i have re currency and card type?,54
why is a transfer i did recently still processing?,48
what all am i required to show for the identity check?,69
what are the disposable cards for?,37
says my transfer can t be completed?,35
it s declining my transfers. normally this works but my card is being declined now and i ve tried more than once.,27
i swear that there are 2 payments on the app that i didn t make. could my card me stolen? please advise what i should do.,16
tell me how to cancel a transfer.,8
my pin has been blocked what should i do?,49
i entered the correct pin but i still couldnt get funds.,26
my preference is mastercard.,73
what does it mean if my top up has not gone through?,47
how do i get a disposable virtual card as well?,37
why am i being charged a fee for transferring money?,64
my card has not come in the mail yet.,11
transfer was declined.,27
i put money in my account a week ago but its still not there what is happening?,6
what do i do if i see a cash withdrawal on my account that i don t remember making?,20
which credit or debit cards can i use to top up?,54
i exchanged cash when traveling and the rate was incorrect.,76
why was i charged for card payment?,15
i m trying to use a cheque to top up,58
why isnt my cash withdrawal showing,46
help me with a pin change.,21
i have my card now how do i activate it?,0
i had transferred some money but the balance hasn t changed.,5
there are automatic debits on my account that i did not make.,28
what do i do if the atm took my card?,18
how do i get a card if i am in the usa,24
am i able to get a refund for a purchase?,52
where can virtual cards be ordered?,40
i don t have a password.,44
why isn t my id verified?,68
can you tell me the restrictions for the disposable cards?,29
is there an option to top up a with cheque?,58
the app rejected my top up,59
i was charged a fee with my cash withdrawal that i shouldn t have been charged.,19
the amount of cash i selected to withdraw is different than what i received.,75
it won t let me activate my card.,0
there is an extra 1 charge on my app. why did you charge me extra?,34
what s going on? i was just recently charged for an atm withdrawal. i ve never seen this charge before and before it s always been free.,19
why hasn t my id been verified?,68
i need help i lost my card,41
explain to me how to verify the top up card.,71
how do i get a physical card?,43
do you know the rate of exchange?,32
could you please recommend what i should do if my card keeps getting declined? i planned to top up today but i am unable to get it to work. i need a fast solution to this problem.,59
i can t upload my identification.,68
why has my withdrawal not posted?,46
i am inquiring about your auto top up feature.,4
can i call to get my card activated?,0
the atm ate my card.,18
there is a transaction from my account that i don t recognize can you trace back the information so i can make sure it s something i did or not?,28
what to do about stolen phone,42
hi i m a new customer and tried topping up for the first time today seems it s not working the thing shows up as pending since half an hour already! please fix it!,47
i was supposed to get a refund but i do not see it on my statement. when is it going to be updated?,51
1 charge in transaction.,34
my new card has arrived what s the activation procedure?,0
for the identity verification what do you need?,69
my card has been compromised,22
besides usd what other currencies can i have?,36
someone has taken my phone from my hotel room!,42
do you charge for sending out more cards?,39
i made a transfer and the receiver did not get the right amount its lesser than what it should be now i have to transfer more money to make up for the missing amount . can you please help me about this what should be done,64
will any atm s decline my card?,3
what locations can i get money from?,3
why do you keep declining my payment? i tried several times already with this card and it is just not working.,25
how long does it actually take for a card payment to go through? there s one stuck since a couple days already that doesn t seem to move,45
why do transfers get declined?,27
my contanctless has stopped working,23
i found the card that i thought i lost and i would like to reactivate it.,13
my last name has changed and i need to update my account details.,30
i did a money transaction and the recipient doesn t see it,66
what is the time frame for transfers,67
i have made 5 attempts to make a very standard survey yet i can t get it to work. what is the problem? is there an issue related to your system?,35
i m still waiting on my identity verification.,68
i have a transfer waiting.,48
what s the best way to use a cheque to top up?,58
how long do european transfers take?,67
i am worried about the amount of my cheque which should be credited to my account few days before. as i have already sent you the cheque.,6
why did i get a message saying that my transfer is not possible? i have done this before no problem. please fix.,7
will i be charged a fee if i receive a sepa transfer,56
are there specific atm s that i can draw money from?,3
my contactless is not working,23
what kind of currency can i hold money in?,36
i have an incorrect charge and would like a refund.,52
is there a limit to how much i can top up?,60
i need my account checked because it appears there is a problem. i attempted to update my balance yesterday using cheque but it doesn t seem to have worked. should this not be faster than this?,6
please help me with the activation of the new card.,0
does it cost extra to exchange foreign currencies?,31
can you limit my top up?,60
can i give a second card for this account to my daughter?,39
do you have a list of the cards and currencies supported?,54
how much does it cost to make transfers?,56
is the verification number on the top up card,71
when traveling can i auto top up my card at certain times?,4
i need to top up can i use google pay?,2
while i was drunk i goofed my pin number and your machine ate my card. how can i get it back?,49
it s been some time since refilled the top up.,47
the amount of cash i received did not match the amount i requested,75
hello it is urgent i get a refund on this product. the merchant has not been helpful what can i do now to get this resolved asap?,52
how does your app transfer the money,65
i topped up but the app denied it,59
i thought crypto top up with something you offer. this is not working. the money has been deducted from my account. can you find out what s going on?,61
hi there i ve tried to make a transfer 5 different times and its not working. is your system down or something?,35
i don t recognise a card payment,16
why was i charged an extra pound?,34
why hasn t a transaction to a friend cleared yet?,66
i deposited cash this morning but it is not yet available.,6
why was the exchange rate so wrong when i bought something!,17
how long does a uk transfer take?,5
explain why my card payment wouldn t go through.,25
the app reversed a top off i had. what should i do?,61
how do i know if my top up went through?,47
are there any sort of fees involved for top of transfers?,56
what is your opinion on the exchange rate?,32
how can i lookup the source for my available money?,70
how do i order a new card if my current one is about to expire?,9
my credit card did not go through. can you see if it has insufficient funds?,59
how high is the exchange fee?,31
would you please unblock my pin? i don t know why but it s blocked.,49
i have been charged twice for the same transaction.,63
there is a debit transaction on my statement that i did not make,28
the atm didnt return my card!,18
i made a payment a while ago and it is still showing as pending in the account. how long will this payment take to complete?,45
when will a refund post to my account?,51
when did you send me my new card?,11
app does not recognize me,68
can i add to my account balance with a cheque?,58
where can i go to get my pin unblocked?,49
i was expecting my new card by now.,11
is there a fee for topping up,57
places i can use the card,10
i have not received my card and it s been a week what do i do?,11
i have a transaction showing up more than once.,63
why does the same transaction appear multiple times?,63
how long will it take for my id to verify?,68
can you delete the account?,55
where can i have a new bank card sent to china?,9
will you be able to exchange to eur?,36
what source do my fund come from?,70
there are some card payments that i haven t done myself. what is going on with my card and does somebody else have access to my card?,16
i do i top up from my apple watch?,2
at what age can i open an account?,1
what are the disposable virtual card limits?,29
i will need a new card because mine is almost expired. how fast do i get a replacement and what is the cost?,9
i refuse to verify my identity.,74
how much is the fee for topping by card,57
i think i have an extra transfer charge.,64
how do i get my card to work?,14
is it possible for me to top up with a cheque?,58
why am i unable to transfer money when i was able to before?,7
what are the cards and currencies that you support?,54
how young can someone be in order to open an account?,1
what happens if the atm doesn t give me back my card?,18
why was i charged a fee to transfer money?,64
help me. my transfer was declined. how could this happen?,27
i wasn t charged the correct amount for an item i purchased how can i fix this?,52
